ra,dec,rv,j,ej,h,eh,k,ek,dist,sn,feh
90.36289,30.759007,106.73048,9.523,0.329,8.459,0.1017,8.139,0.0275,8.147496,21.343182,-0.28804059
91.913118,29.007382,26.536678,9.618,0.3949,8.583,0.1233,8.29,0.0337,5.5381613,43.02472,-0.48695959
90.961995,28.968696,69.66266,9.748,0.2508,8.815,0.0765,8.468,0.0203,8.4937811,39.012794,-0.38305946
91.325654,29.608967,-9.75129,12.532,0.5016,11.889,0.1558,11.716,0.0424,7.7528486e-08,8.484199,999
111.3394,27.337204,34.187393,11.05,0.0374,10.176,0.0188,10.002,0.009,15.46073,60.19711,-0.22336523
111.85977,29.380586,33.03249,10.916,0.0325,10.115,0.0169,9.899,0.0085,13.218998,68.91466,-0.12738752
22.400883,31.695813,105.6287,13.852,0.0312,13.166,0.0223,12.975,0.0162,26.675425,4.176681,999
139.49428,28.062389,174.2735,13.857,0.017,13.473,0.0122,13.365,0.0088,0.016846846,2.7966967,-0.82874244
352.05483,25.384207,177.9176,13.416,0.0573,13.003,0.0409,12.932,0.0296,0.002837475,2.5787966,-1.3997296
350.87137,26.743116,501.9719,13.564,0.0611,12.995,0.0437,12.749,0.0316,12.930251,4.104896,999
348.13402,24.931513,14.700006,14.36,0.0472,13.782,0.0337,13.451,0.0244,38.750422,2.5352025,999
47.297837,50.397444,-1.612872,11.079,0.458,10.072,0.1549,9.799,0.0465,6.3666167,4.4870768,-0.66709574
45.172487,50.866912,-38.881756,9.994,0.3158,9.047,0.1076,8.763,0.0327,6.2878644,15.751791,-0.2799038
46.538274,51.733711,-39.939846,9.218,0.3725,8.141,0.1223,7.772,0.0355,7.45197,53.85424,-0.2963361
45.608478,52.212885,-27.558224,9.447,0.3669,8.446,0.1199,8.157,0.0346,4.9866285,59.082447,-0.41255904
46.037713,52.573211,-11.748221,10.346,0.3395,9.373,0.1094,9.094,0.0311,7.1719186,29.564842,-0.48505677
46.144106,52.118675,-71.688805,8.858,0.3627,7.785,0.1183,7.422,0.034,6.3143028,49.3508,-0.99558828
47.373877,52.712032,-33.14222,8.913,0.3723,7.839,0.118,7.394,0.0328,7.6192448,41.461132,999
48.644863,51.802262,-55.439896,10.096,0.6229,8.92,0.1998,8.505,0.0564,7.7389055,15.242955,-0.61136887
50.89286,51.735624,-28.653881,10.086,0.4653,9.115,0.146,8.77,0.0402,4.5869582,9.431872,-0.56046345
49.889947,51.352582,-46.228794,9.621,0.3707,8.589,0.1188,8.246,0.0335,7.3020316,12.550726,-0.40484448
48.909664,50.584091,-6.5974355,10.838,0.3879,9.881,0.1283,9.593,0.0375,6.8617646,6.58619,-0.64223644
50.590532,50.979295,-74.88602,11.236,0.4044,10.32,0.1299,10.009,0.0368,6.6226611,4.63444,-0.32587664
49.978918,52.188065,-1.8568974,10.228,0.4973,9.211,0.1557,8.881,0.0427,4.8663379,13.913434,-0.49173594
44.596119,51.721128,-158.60443,10.719,0.2812,9.75,0.0941,9.469,0.0279,10.91878,6.0048876,-0.40059718
45.587782,51.693422,-181.09216,9.47,0.3075,8.534,0.102,8.225,0.03,5.4016494,17.474062,-0.1183391
45.218707,52.019686,-111.07019,9.523,0.2761,8.542,0.0911,8.134,0.0266,9.6611272,15.119325,-0.42561504
47.12624,54.245413,-36.893887,10.2,0.5625,9.115,0.1713,8.787,0.0455,4.7566152,7.5088644,-0.52494586
48.889654,54.424999,4.480858,9.297,0.6225,8.208,0.1855,7.803,0.048,3.4573401,13.458889,-0.13401965
48.437699,53.973431,2.1388433,9.969,0.6129,8.882,0.1857,8.533,0.049,3.6354602,9.207494,-0.71247557
50.75557,53.81893,-32.81739,10.114,0.753,8.822,0.2238,8.373,0.0578,7.8846846,5.053349,-0.88517488
49.200636,54.476569,-18.454666,9.124,0.6387,7.945,0.1894,7.492,0.0488,5.2059802,9.785312,-0.41601639
51.868035,52.167439,-15.95592,8.986,0.5368,7.817,0.1648,7.458,0.0442,5.0095945,14.008729,-0.43802439
51.141335,52.364009,-22.632742,9.805,0.5178,8.686,0.1594,8.338,0.0429,6.3159481,6.186184,-0.44702047
50.957476,52.811687,7.7278123,9.529,0.5221,8.655,0.1591,8.318,0.0423,0.93992917,12.527169,-0.33110532
51.1218,53.150551,-28.313955,9.388,0.5683,8.306,0.1713,7.951,0.0449,3.5865958,9.245619,-0.41342172
45.645662,52.932716,-1.4848645,9.852,0.3635,8.91,0.1164,8.623,0.0328,4.4979371,33.684536,-0.43002215
45.171577,52.527573,-62.49328,11.345,0.3822,10.366,0.1244,10.095,0.0357,9.1234113,9.231587,-0.38885136
47.757167,53.193676,-20.257261,9.355,0.4717,8.435,0.147,7.994,0.0401,3.9977463,33.066578,-0.40059718
47.962537,53.455708,-105.91434,10.595,0.4946,9.604,0.1527,9.252,0.0412,5.678839,8.059061,-0.3525601
46.375685,52.814924,-98.76008,9.118,0.4009,8.037,0.1279,7.666,0.0359,6.6235612,37.917316,-0.32587664
46.318597,53.20541,-74.92931,10.438,0.4301,9.457,0.1358,9.163,0.0377,5.2264542,17.010084,-0.53798049
45.946027,53.817346,-76.31433,9.259,0.4862,8.058,0.1515,7.639,0.0413,8.4016639,15.140093,-0.92165078
46.760427,54.127854,-48.31283,9.553,0.5057,8.511,0.155,8.172,0.0415,4.0489741,22.555468,-0.22393694
46.08657,54.295846,7.5903916,9.557,0.6265,8.37,0.1923,8.061,0.0516,3.9214133,13.693062,-0.60055416
79.407728,27.095697,111.74731,9.815,0.5246,8.707,0.1745,8.401,0.0514,5.0908079,3.4598217,-0.29424735
80.605748,29.483372,4.2119546,8.98,0.2586,7.929,0.0801,7.611,0.0217,7.4530925,9.825886,-0.34325938
82.696118,28.626647,37.053394,9.517,0.4935,8.507,0.1478,8.262,0.0385,1.8621683,6.044925,-0.61572562
83.032363,28.310304,49.89232,9.059,0.5287,8.064,0.158,7.781,0.041,1.3660204,12.417503,-0.24281342
82.373792,28.617598,66.639084,10.316,0.4209,9.335,0.1271,9.061,0.0334,4.5292672,6.576604,-0.43356768
81.756269,29.657161,-9.175605,12.741,0.378,12.11,0.1137,11.974,0.0297,0.00011256846,3.8470588,-1.7327744
81.864879,29.713532,-17.60756,10.682,0.3784,9.784,0.1134,9.508,0.0295,4.09327,11.971499,-0.33260914
79.312232,30.746739,-2.0308867,10.883,0.2326,10.117,0.0725,9.867,0.0198,4.0449081,3.144868,-0.46072126
335.82079,31.43634,-182.78378,12.684,0.0585,11.868,0.0319,11.694,0.0168,24.476504,12.714782,-0.22279463
32.0115,58.6701,-83.75299,11.234,0.3029,10.38,0.0902,10.118,0.0233,5.933542,17.64348,-0.24160058
31.7273,58.8669,-101.74406,10.81,0.3784,9.763,0.1122,9.441,0.0289,11.827111,12.795733,-0.58665981
32.803,58.51,-140.58917,11.373,0.3301,10.334,0.0984,10.043,0.0255,15.994687,14.180149,-0.33110532
33.796,58.9924,-77.38322,11.141,0.4792,10.078,0.1401,9.761,0.0354,9.3688794,14.259684,-0.68088021
33.9518,59.0229,-112.62474,11.414,0.5317,10.255,0.1551,9.865,0.0392,16.426741,8.036985,-0.63777388
36.7237,58.4453,-23.22865,10.634,0.4668,9.688,0.1364,9.377,0.0345,3.832593,10.371875,-0.7521833
37.672,57.5466,-1.8387511,10.956,0.4374,9.963,0.1305,9.669,0.0338,6.6432182,8.499513,-0.45155985
34.878,58.6419,-71.30751,11.303,0.4058,10.261,0.1192,10.034,0.0303,8.3788607,2.3161464,-0.66481376
34.2896,59.6846,-41.90767,10.651,0.5477,9.717,0.1563,9.402,0.0385,1.7161085,17.907976,-0.42913852
34.3654,59.6186,-54.803818,11.201,0.5648,9.937,0.1615,9.467,0.0398,21.197409,5.480011,-1.7481011
35.7715,59.3282,-98.36163,10.073,0.5403,8.866,0.1546,8.464,0.0382,10.170808,14.72461,-0.7546284
29.8933,58.321,-83.03544,11.082,0.2613,10.023,0.0794,9.737,0.0211,18.305589,10.407237,-0.58030986
33.1666,61.0438,-48.55118,9.132,1.2825,7.636,0.3533,7.047,0.0833,1.9706662,6.672404,999
33.3409,61.0221,-27.665178,10.663,1.1909,9.709,0.328,9.294,0.0774,6.2945434e-21,7.9029613,-0.36201953
33.1415,60.4708,-49.520996,10.772,1.0428,9.387,0.2923,8.924,0.0704,4.4096725,3.5756426,-1.475976
34.0446,60.8614,-62.125614,9.49,0.7211,8.162,0.1989,7.656,0.047,8.1182475,12.391553,-0.62559278
36.6548,59.6178,-50.04007,10.58,0.5074,9.345,0.1432,8.909,0.0348,16.022847,4.837049,-0.99132048
32.64,59.8765,157.68968,11.467,0.8425,10.333,0.2411,9.932,0.0595,2.4869279,3.928225,-0.27061147
31.1779,60.2257,-45.08265,10.879,0.7466,9.653,0.2128,9.158,0.0523,10.56327,7.1986003,-0.71960588
31.6138,59.9033,-54.978268,9.933,0.6197,8.753,0.1781,8.35,0.0441,6.768737,14.113551,-0.29078813
30.4046,60.0931,63.12382,13.321,0.5769,12.713,0.1657,12.478,0.0411,5.0651029e-12,2.0888338,999
31.552,60.8409,-18.107485,9.957,0.8319,8.673,0.2323,8.199,0.0557,5.6298561,11.056722,-0.75953184
31.814598,58.140778,-47.42735,9.182,0.2815,8.136,0.0853,7.82,0.0225,7.5248494,40.182148,-0.58136543
35.2721,58.0761,-16.71509,11.438,0.3982,10.631,0.1187,10.367,0.0307,1.7018709,5.206346,-0.37244636
35.2589,57.8841,-77.67428,10.928,0.3953,9.956,0.1185,9.681,0.0309,6.6552925,4.0995913,-0.57714976
35.7223,58.0002,-9.462258,10.904,0.405,9.97,0.1207,9.656,0.0312,6.2329195,3.1000822,-0.79686975
35.3511,58.797,-124.01342,10.676,0.4079,9.795,0.1189,9.507,0.03,3.0622451,14.660941,-0.37244636
34.2982,59.9783,-122.36598,10.78,0.63,9.561,0.1782,8.944,0.0434,18.207387,6.40606,-0.84950248
35.6202,59.4271,-83.00844,10.085,0.5317,8.948,0.1518,8.559,0.0374,8.2279576,13.429275,-0.39469727
30.6484,57.7763,-153.2423,11.583,0.2399,10.581,0.0739,10.292,0.0199,21.210266,1.7612534,-0.39051611
38.1115,59.0795,-33.25252,9.877,0.6223,8.791,0.1769,8.332,0.0433,5.6003832,5.2987266,-0.086999231
37.2457,59.3474,-69.07105,10.83,0.6117,9.804,0.1735,9.441,0.0424,3.7783178,2.2311857,-0.35648224
31.279,59.4112,-13.097465,10.836,0.413,9.869,0.1207,9.535,0.0305,7.6956111,8.754641,-0.52693906
31.1244,60.4584,-39.182518,10.091,0.8842,8.701,0.2503,8.142,0.061,9.1793392,4.734022,-0.89321119
30.7241,59.9717,1.0158886,9.872,0.5799,8.67,0.1669,8.228,0.0415,9.0733811,5.5982523,-0.5052563
346.14742,27.93503,-149.30588,14.327,0.069,13.849,0.048,13.869,0.0338,0.00038067312,2.4012191,999
346.1159,28.306347,81.80306,13.754,0.0711,13.444,0.049,13.35,0.0341,7.2906019e-07,2.2251449,-1.4672042
345.13919,29.492207,-196.98228,12.773,0.0326,11.946,0.0214,11.75,0.0141,32.458023,12.644796,-0.19930144
40.007965,52.046596,-32.583176,10.607,0.158,9.687,0.0545,9.484,0.0168,10.358033,32.860207,-0.38719102
39.003833,52.881233,-71.11361,10.607,0.1484,9.7,0.0504,9.432,0.0152,12.904546,23.72607,-0.30195462
45.010263,53.829143,-19.385872,10.865,0.4057,9.907,0.1275,9.607,0.0351,6.6157145,12.352404,-0.38141455
44.816303,53.480674,34.370106,9.182,0.3848,8.049,0.1223,7.67,0.0341,8.2499438,23.937107,-0.25707804
44.429916,53.406897,-69.499,9.808,0.3463,8.789,0.1107,8.54,0.0311,5.8177181,32.26971,-0.83132201
43.779711,52.315892,-62.918472,9.845,0.2481,8.878,0.0822,8.558,0.0241,9.2689164,38.62368,-0.56877133
40.492952,56.262783,-91.15037,10.891,0.3788,9.898,0.1151,9.575,0.0305,10.065416,9.599545,-0.48695959
37.765408,54.33229,-42.982815,10.992,0.16,10.141,0.0525,9.893,0.0152,11.00294,14.524475,-0.28872582
38.596723,54.529439,-38.12611,10.25,0.1939,9.371,0.0629,9.04,0.018,10.454843,26.423796,-0.209975
39.412256,54.719384,-56.47538,10.257,0.2153,9.342,0.069,9.104,0.0195,7.7477992,26.286917,-0.48791266
41.381027,54.918666,-68.68838,11.381,0.3361,10.396,0.1055,10.072,0.029,14.72489,13.876443,-0.63888787
38.624933,55.484709,-59.08093,10.329,0.2112,9.432,0.0666,9.147,0.0184,9.1557036,25.016302,-0.10851345
40.228093,55.571897,-30.628883,11.312,0.318,10.407,0.0988,10.125,0.0269,8.8788571,12.497496,-0.40314225
38.937241,52.866262,-59.63323,10.672,0.147,9.808,0.0499,9.554,0.0151,10.911191,50.034607,-0.31630953
39.152038,54.349319,-85.4024,10.052,0.1953,9.172,0.0634,8.933,0.0182,6.6414843,89.2858,-0.24403068
41.255859,54.407433,-69.49139,10.415,0.2953,9.455,0.0942,9.214,0.0264,7.1575944,65.638565,-0.40144444
42.432726,54.021619,-80.13698,11.699,0.3224,10.769,0.103,10.486,0.0289,11.999471,17.860338,-0.53194136
44.997528,52.996355,-30.009155,10.141,0.3763,9.194,0.121,8.836,0.0343,6.9931705,35.655983,-0.14029093
45.154204,53.604621,-42.608486,9.442,0.4181,8.524,0.132,8.162,0.0366,3.6355538,66.54509,-0.22739031
43.310392,53.702751,26.601484,9.797,0.3786,8.876,0.1211,8.549,0.0341,4.4799922,58.440895,-0.37977405
44.025397,54.265068,-62.376316,10.404,0.4347,9.389,0.1361,9.044,0.0373,7.6709696,39.62617,-0.43356768
42.41599,54.700421,-101.81798,10.711,0.3594,9.696,0.1126,9.309,0.0309,13.533227,32.677227,-0.59625913
42.865766,54.355531,-65.40162,10.135,0.3886,9.107,0.1225,8.826,0.0339,6.6769909,46.936573,-0.63111311
38.921569,53.299411,-78.29632,9.871,0.1795,8.959,0.0602,8.611,0.0179,10.700755,40.974575,-0.23205652
38.987673,53.950526,-77.78326,10.593,0.2334,9.707,0.0768,9.431,0.0223,8.7226978,35.451916,-0.22165674
44.700644,54.490083,-24.733734,10.282,0.5204,9.29,0.1609,8.95,0.0435,3.9344692,23.696947,-0.70656395
39.490819,54.809842,-20.960793,10.09,0.2213,9.139,0.0707,8.84,0.0199,10.05014,53.74284,-1.1791093
38.347882,54.804769,-13.614271,7.957,0.2006,7.114,0.0646,6.908,0.0183,1.6831361,149.78772,-0.44071164
38.466959,55.514311,-29.746408,10.719,0.2011,9.799,0.0634,9.558,0.0175,10.504341,24.928734,-0.38885136
38.537404,55.721488,-41.36751,11.104,0.2313,10.273,0.0724,10.019,0.0199,7.3764957,16.95681,-0.22165674
40.007919,56.157226,-118.56287,11.3,0.322,10.291,0.0985,9.998,0.0263,14.5113,8.611633,999
40.594149,54.390848,-67.62953,10.516,0.2472,9.604,0.0793,9.319,0.0224,9.1685413,59.965603,-0.39975103
42.071734,53.823016,-47.833267,10.813,0.3015,9.859,0.0971,9.511,0.0276,12.638022,19.838144,-0.079864538
45.274761,52.974732,-65.990265,9.987,0.352,9.012,0.113,8.702,0.0319,6.6412875,34.425934,-0.35412565
45.117937,53.554289,-61.676033,9.187,0.4164,8.178,0.1317,7.886,0.0366,3.6448585,76.16173,-0.50720542
43.61724,53.589594,-63.04601,11.857,0.3666,11.029,0.1174,10.758,0.0331,4.2464975,10.058929,-0.13656336
43.367701,54.465627,59.10572,13.32,0.4151,12.711,0.1299,12.454,0.0356,0.012551805,4.490107,999
42.401396,54.661548,-39.24609,7.761,0.3644,6.951,0.1143,6.651,0.0314,0.71912859,251.95854,-0.80699406
38.287276,53.502445,-76.43652,10.376,0.1573,9.61,0.0527,9.36,0.0157,5.484762,43.663315,-0.24956289
38.356161,54.771006,-12.273417,7.719,0.1999,6.754,0.0645,6.517,0.0183,3.1026915,151.02454,-0.98422951
38.007244,54.669011,-37.68306,10.002,0.182,9.113,0.059,8.848,0.0169,7.9730654,35.09481,-0.19412999
41.78301,55.214453,-49.140976,10.591,0.3892,9.649,0.1208,9.329,0.0328,6.498996,21.186125,-0.34866551
40.618558,55.5228,-43.674732,10.25,0.3243,9.334,0.1006,9.056,0.0273,5.4618813,28.061474,-0.42036288
40.92952,54.786836,124.37264,9.83,0.2793,8.919,0.0883,8.669,0.0245,4.8307621,54.584743,-0.13117867
39.292957,55.259824,-14.479656,7.787,0.2203,6.943,0.0695,6.578,0.0193,3.0348314,176.17694,-0.81080886
39.726756,55.705426,13.626674,10.202,0.3034,9.265,0.0943,8.989,0.0256,6.5612518,27.312344,-0.46441669
39.582734,55.574319,-78.68782,11.59,0.2792,10.693,0.0872,10.445,0.0238,9.9160694,8.265133,-0.28599151
88.475017,25.41427,48.855076,11.909,0.5163,11.168,0.1419,10.967,0.0334,0.0013660181,5.974684,-0.86789898
89.406396,28.895708,-30.856565,10.772,0.3265,9.972,0.0957,9.711,0.0243,2.4555571,2.2247279,-0.36921827
86.229578,28.459076,4.215868,9.108,0.659,7.832,0.1821,7.356,0.0431,6.6371558,10.64363,-0.51800436
85.542732,28.405737,61.189873,10.194,0.8406,8.832,0.2363,8.373,0.0571,7.6495806,2.9054468,-1.0726219
85.685144,27.952965,33.90471,9.41,0.6917,8.112,0.1952,7.672,0.0474,6.7498367,9.230782,-0.87983938
53.587397,5.302634,-151.08673,12.505,0.1991,11.547,0.1423,11.345,0.1031,32.368967,50.813232,-0.52594191
54.95031,5.40529,5.848204,NaN,0.1644,NaN,0.1175,NaN,0.0851,NaN,2.6080937,999
55.39883,7.2131,276.41974,15.344,0.1589,14.455,0.1135,14.266,0.0822,98.883583,1.1900786,999
97.73377,25.812237,-38.24726,16.411,0.1835,15.766,0.0632,15.676,0.0194,1.3981024,1.8261343,999
97.560053,26.116711,-212.40924,15.949,0.1567,15.314,0.054,15.23,0.0166,1.4247181,2.0708947,999
97.809845,26.226367,67.7028,16.19,0.1601,15.485,0.0556,15.143,0.0173,94.452068,0.55286336,999
97.529281,26.498671,-101.50603,16.105,0.1554,15.569,0.0538,14.952,0.0166,147.36074,2.1145756,999
96.808062,27.838061,221.68333,16.853,0.1768,16.202,0.0613,15.782,0.019,133.37771,2.0940201,999
96.388579,28.78813,-72.200836,15.876,0.1828,15.177,0.0636,15.122,0.0197,1.8542856,1.7622439,999
97.27456,27.236382,119.86167,16.483,0.1504,15.822,0.0523,15.832,0.0162,0.23702215,1.0192257,-0.12875069
97.510361,27.376879,12.819087,16.535,0.142,16.011,0.0498,15.355,0.0156,205.97376,2.3327549,999
99.55457,26.557533,36.23198,16.567,0.0936,16.004,0.0342,15.792,0.0112,17.911453,2.8564367,-0.97575672
99.858239,26.929143,-53.75988,15.741,0.074,14.947,0.0274,14.631,0.0091,143.55442,1.2763921,999
98.722526,27.314778,-31.898142,16.28,0.0988,15.5,0.0357,15.092,0.0116,213.85573,2.3445895,999
98.380012,28.877099,29.044611,NaN,0.1109,NaN,0.0406,NaN,0.0134,NaN,1.8419073,999
95.874377,29.002382,306.83246,NaN,0.1523,NaN,0.0525,NaN,0.0161,NaN,1.9815791,999
97.985528,28.865011,179.99532,16.55,0.1181,15.917,0.0428,15.716,0.0139,28.252721,3.6595545,999
97.79433,29.031473,441.7894,16.146,0.1278,15.28,0.0462,15.005,0.015,159.6489,2.0389729,999
94.945603,27.643668,10.565056,14.511,0.2188,13.609,0.0722,13.339,0.021,58.960129,4.7268896,999
121.60564,27.105725,76.18274,15.146,0.0268,14.519,0.0177,14.166,0.0117,83.002712,2.839308,999
122.94576,29.371947,-18.443268,16.008,0.0329,15.17,0.023,14.914,0.0162,182.32532,3.6416087,-0.23146939
121.69929,29.036482,174.81796,15.137,0.0372,14.517,0.025,14.33,0.0169,27.265745,3.4115634,999
125.17822,29.332075,-26.229616,16.095,0.0223,15.306,0.016,15.097,0.0116,141.07666,1.1031569,999
124.66599,29.216485,-28.3439,15.29,0.0217,14.514,0.0155,14.351,0.0113,75.356941,2.6208227,-1.6928774
11.11704,41.917513,-145.62456,13.709,0.24,13.174,0.1281,12.971,0.0658,0.32004067,17.1651,999
10.76375,41.35604,-317.10577,13.705,0.3537,13.004,0.1921,12.81,0.1009,1.8912056,15.520791,999
10.60863,41.32072,-2043.1913,14.028,0.3953,13.329,0.2149,13.103,0.1129,2.1687583,23.842598,999
10.165833,41.19542,-498.0383,14.93,0.0799,14.091,0.0436,13.682,0.023,142.56013,5.01531,999
10.454797,41.173542,-1057.1909,15.194,0.2033,14.539,0.111,14.074,0.0587,81.732101,12.293424,999
10.928115,41.245157,-512.24243,15.32,0.2691,14.424,0.1467,14.123,0.0773,94.305743,11.497556,999
12.82531,39.900664,-117.6852,15.827,0.0363,15.098,0.0207,15.118,0.0115,11.59633,1.3648716,-0.57295173
8.6812683,40.356396,279.656,15.05,0.0416,14.409,0.0232,14.324,0.0126,9.6964195,3.506789,999
8.9928665,39.85964,629.33356,15.244,0.0388,14.64,0.022,14.436,0.0122,27.293083,3.8540006,999
8.7306349,40.023896,430.20612,15.308,0.0417,14.602,0.0236,14.395,0.013,59.456031,3.0856838,999
8.4877838,39.716814,278.7054,13.998,0.037,13.285,0.0211,13.088,0.0118,32.688691,5.4883943,999
9.292045,40.195304,218.88217,14.644,0.0403,14.001,0.0227,13.767,0.0124,35.15489,4.8238378,999
11.658118,42.619832,-34.406055,15.181,0.0531,14.488,0.0277,14.31,0.0139,39.658322,2.352018,999
10.184735,42.975673,-174.71924,15.03,0.0453,14.471,0.0233,14.267,0.0115,14.407561,1.6491848,-0.4416096
11.263982,41.507273,-329.05948,14.522,0.2634,13.661,0.1424,13.402,0.0744,47.88985,4.40924,-0.20404998
11.467339,41.540042,134.39769,14.558,0.0769,14.019,0.0416,13.73,0.0217,18.05679,1.6490935,999
11.238782,41.862429,-134.79205,15.86,0.2328,15.094,0.1244,14.731,0.0641,102.83274,5.754689,999
10.353359,41.276297,-312.23688,14.709,0.1707,13.719,0.0929,13.128,0.0489,179.49522,1.962463,999
54.997203,5.285304,31.104956,15.8,0.1508,14.982,0.1077,14.824,0.0781,78.880472,1.4737154,999
53.870004,6.890561,-120.75919,13.001,0.2308,12.129,0.1649,11.892,0.1195,32.08433,28.31017,999
55.728238,8.511105,-136.49852,12.879,0.2184,12.01,0.156,11.77,0.113,31.183367,12.543883,999
108.30908,27.596879,209.8648,10.887,0.0342,10.073,0.0159,9.805,0.007,16.120625,47.47326,-0.45704347
109.32586,25.636209,-117.02177,14.829,0.0379,14.208,0.0177,14.009,0.0078,24.327734,3.2316997,999
107.65297,26.175299,90.40684,15.217,0.041,14.482,0.0184,14.233,0.0077,80.083256,1.619466,-1.1759919
107.60296,25.959993,-35.270996,15.4,0.0383,14.78,0.0171,14.383,0.0072,101.12785,1.662822,999
108.6856,26.459763,32.425694,15.697,0.0484,15.092,0.0224,14.839,0.0097,45.922946,2.4077322,999
109.00929,27.31668,58.7982,15.009,0.0431,14.409,0.0203,14.165,0.0091,31.183605,1.6113188,999
109.2829,26.693575,-17.148977,15,0.0435,14.466,0.0205,14.37,0.0091,1.4818225,4.5606623,999
110.00719,27.389287,58.34419,16.58,0.0389,15.902,0.0189,16.033,0.0087,0.26090892,3.9236479,-0.54202862
106.48022,27.534582,36.678734,14.412,0.0384,13.698,0.017,13.477,0.007,43.908742,2.104544,999
106.77767,26.963582,4.5343323,14.559,0.0352,13.919,0.0156,13.824,0.0064,8.77318,3.7152507,999
106.46077,28.597121,-231.39146,15.187,0.0583,14.656,0.0262,14.498,0.011,4.2483292,3.1032786,-0.95335661
108.82871,28.611326,6.853055,14.724,0.0425,14.071,0.0203,13.918,0.0091,19.765124,4.6843634,-1.576103
108.02284,29.847042,10.045624,15.891,0.044,15.128,0.0208,14.812,0.0093,155.5635,1.5372713,999
107.92575,29.214833,-199.41367,16.629,0.0437,15.531,0.0205,16.305,0.0091,1.6563071e-13,1.5587251,999
107.68551,29.921008,3.4479237,15.011,0.0444,14.406,0.0209,14.214,0.0093,20.316824,1.9987048,999
14.677139,28.420412,-95.03775,11.079,0.0465,10.811,0.0332,10.663,0.0241,5.4814849e-06,35.708717,999
150.40335,-1.380165,99.7578,15.101,0.0424,14.543,0.0303,14.271,0.0219,32.413972,1.6222906,999
73.701288,30.071454,-279.57977,13.761,0.3074,12.75,0.1099,12.454,0.0353,50.114827,6.1599293,-1.4306634
69.824129,28.751327,-1216.2546,15.36,0.5,14.398,0.1997,14.191,0.073,15.717773,2.556597,999
70.761689,29.854276,-102.7488,13.963,0.6313,13.066,0.2416,12.737,0.0839,3.4385054,6.423151,999
106.16373,28.107725,191.56165,NaN,0.0406,NaN,0.018,NaN,0.0074,NaN,4.818662,999
108.92156,27.957069,386.2769,15.205,0.0466,14.737,0.0221,14.327,0.0099,43.026879,0.8939972,999
107.82789,27.926149,-25.551685,14.085,0.0355,13.475,0.0164,13.217,0.0071,25.51545,2.9866457,999
106.0593,30.560302,117.83079,15.321,0.0435,14.781,0.0198,14.56,0.0084,15.86079,2.0322587,999
105.02474,29.123952,137.25992,16.42,0.0476,15.825,0.0207,15.756,0.0084,5.4307568,4.396059,-0.075477347
105.52297,30.211832,-73.576225,NaN,0.0488,NaN,0.0218,NaN,0.0091,NaN,4.784965,999
105.4102,30.27192,-128.81175,14.981,0.0502,14.145,0.0224,13.938,0.0093,88.21739,5.2403154,-0.95335661
14.143583,2.786093,128.7974,16.848,0.0172,16.228,0.0123,16.001,0.0089,91.267887,1.4398813,999
51.679784,4.879993,270.53632,15.583,0.1324,15.113,0.0946,14.851,0.0685,7.7516719,4.4302244,-1.4358538
